Workload                  	Metric                   	  Count	      %	 AvgChange
444.namd-33B.csv          	llc_mshr_pf_hit          	      9	   2.39	      1.11
444.namd-33B.csv          	l1d_useless_prefetch     	     92	  24.47	     12.10
444.namd-33B.csv          	l2c_useless_prefetch     	     63	  16.76	      2.00
444.namd-33B.csv          	llc_useless_prefetch     	      0	   0.00	      0.00
444.namd-33B.csv          	l1d_useful_prefetch_hit  	     54	  14.36	      3.59
444.namd-33B.csv          	l2c_useful_prefetch_hit  	     79	  21.01	      3.80
444.namd-33B.csv          	llc_useful_prefetch_hit  	    105	  27.93	      6.82
444.namd-426B.csv         	l1d_mshr_pf_hit          	     76	  17.88	      5.22
444.namd-426B.csv         	l2c_mshr_pf_hit          	     31	   7.29	      2.94
444.namd-426B.csv         	llc_mshr_pf_hit          	     15	   3.53	      1.00
444.namd-426B.csv         	l1d_useless_prefetch     	     93	  21.88	     13.96
444.namd-426B.csv         	l2c_useless_prefetch     	     65	  15.29	      1.86
444.namd-426B.csv         	llc_useless_prefetch     	      0	   0.00	      0.00
444.namd-426B.csv         	l1d_useful_prefetch_hit  	     76	  17.88	      5.88
444.namd-426B.csv         	l2c_useful_prefetch_hit  	     82	  19.29	      4.07
444.namd-426B.csv         	llc_useful_prefetch_hit  	    150	  35.29	      7.92
444.namd-44B.csv          	l1d_mshr_pf_hit          	     43	  15.30	     10.60
444.namd-44B.csv          	l2c_mshr_pf_hit          	     11	   3.91	      1.55
444.namd-44B.csv          	llc_mshr_pf_hit          	      6	   2.14	      1.00
444.namd-44B.csv          	l1d_useless_prefetch     	     63	  22.42	     21.08
444.namd-44B.csv          	l2c_useless_prefetch     	      4	   1.42	      1.00
444.namd-44B.csv          	llc_useless_prefetch     	      0	   0.00	      0.00
444.namd-44B.csv          	l1d_useful_prefetch_hit  	     32	  11.39	      2.25
444.namd-44B.csv          	l2c_useful_prefetch_hit  	     45	  16.01	      1.96
444.namd-44B.csv          	llc_useful_prefetch_hit  	     82	  29.18	      7.55
445.gobmk-17B.csv         	l1d_mshr_pf_hit          	     16	   0.90	      1.38
445.gobmk-17B.csv         	l2c_mshr_pf_hit          	      4	   0.22	      1.25
445.gobmk-17B.csv         	llc_mshr_pf_hit          	      8	   0.45	      1.12
445.gobmk-17B.csv         	l1d_useless_prefetch     	    131	   7.37	      6.77
445.gobmk-17B.csv         	l2c_useless_prefetch     	      4	   0.22	      1.00
445.gobmk-17B.csv         	llc_useless_prefetch     	    472	  26.55	      5.84
445.gobmk-17B.csv         	l1d_useful_prefetch_hit  	     24	   1.35	      1.38
445.gobmk-17B.csv         	l2c_useful_prefetch_hit  	     28	   1.57	      2.61
445.gobmk-17B.csv         	llc_useful_prefetch_hit  	    234	  13.16	      3.97
445.gobmk-2B.csv          	l1d_mshr_pf_hit          	    103	   3.92	      7.64
445.gobmk-2B.csv          	l2c_mshr_pf_hit          	     53	   2.02	      8.13
445.gobmk-2B.csv          	llc_mshr_pf_hit          	     82	   3.12	      5.33
445.gobmk-2B.csv          	l1d_useless_prefetch     	    373	  14.18	      6.66
445.gobmk-2B.csv          	l2c_useless_prefetch     	    286	  10.87	      2.53
445.gobmk-2B.csv          	llc_useless_prefetch     	   1316	  50.04	     12.27
445.gobmk-2B.csv          	l1d_useful_prefetch_hit  	    126	   4.79	     10.44
445.gobmk-2B.csv          	l2c_useful_prefetch_hit  	    137	   5.21	     29.87
445.gobmk-2B.csv          	llc_useful_prefetch_hit  	    628	  23.88	     14.53
445.gobmk-30B.csv         	l1d_mshr_pf_hit          	     77	   2.46	      3.16
445.gobmk-30B.csv         	l2c_mshr_pf_hit          	      9	   0.29	      5.11
445.gobmk-30B.csv         	llc_mshr_pf_hit          	     39	   1.25	      1.97
445.gobmk-30B.csv         	l1d_useless_prefetch     	    407	  12.99	      4.17
445.gobmk-30B.csv         	l2c_useless_prefetch     	    100	   3.19	      1.09
445.gobmk-30B.csv         	llc_useless_prefetch     	   1560	  49.81	     11.04
445.gobmk-30B.csv         	l1d_useful_prefetch_hit  	     74	   2.36	      1.92
445.gobmk-30B.csv         	l2c_useful_prefetch_hit  	     34	   1.09	      2.71
445.gobmk-30B.csv         	llc_useful_prefetch_hit  	    707	  22.57	      3.63
445.gobmk-36B.csv         	l1d_mshr_pf_hit          	    132	   3.97	      7.57
445.gobmk-36B.csv         	l2c_mshr_pf_hit          	     51	   1.53	     10.63
445.gobmk-36B.csv         	llc_mshr_pf_hit          	     79	   2.38	      4.86
445.gobmk-36B.csv         	l1d_useless_prefetch     	    526	  15.82	      3.69
445.gobmk-36B.csv         	l2c_useless_prefetch     	    473	  14.23	      2.71
445.gobmk-36B.csv         	llc_useless_prefetch     	   1511	  45.44	     17.47
445.gobmk-36B.csv         	l1d_useful_prefetch_hit  	    138	   4.15	      3.98
445.gobmk-36B.csv         	l2c_useful_prefetch_hit  	    115	   3.46	      6.73
445.gobmk-36B.csv         	llc_useful_prefetch_hit  	    729	  21.92	      5.34
447.dealII-3B.csv         	l1d_mshr_pf_hit          	     17	   3.38	      4.35
447.dealII-3B.csv         	l2c_mshr_pf_hit          	      1	   0.20	      1.00
447.dealII-3B.csv         	llc_mshr_pf_hit          	      3	   0.60	      5.00
447.dealII-3B.csv         	l1d_useless_prefetch     	     45	   8.95	      7.89
447.dealII-3B.csv         	l2c_useless_prefetch     	     11	   2.19	      1.09
447.dealII-3B.csv         	llc_useless_prefetch     	      4	   0.80	      1.25
447.dealII-3B.csv         	l1d_useful_prefetch_hit  	     15	   2.98	     30.60
447.dealII-3B.csv         	l2c_useful_prefetch_hit  	     95	  18.89	     19.59
447.dealII-3B.csv         	llc_useful_prefetch_hit  	     66	  13.12	      8.85
450.soplex-247B.csv       	l1d_mshr_pf_hit          	   4008	  31.00	      9.68
450.soplex-247B.csv       	l2c_mshr_pf_hit          	   1679	  12.99	      4.62
450.soplex-247B.csv       	llc_mshr_pf_hit          	   2026	  15.67	      2.99
450.soplex-247B.csv       	l1d_useless_prefetch     	   4458	  34.48	      5.70
450.soplex-247B.csv       	l2c_useless_prefetch     	   3948	  30.54	     10.41
450.soplex-247B.csv       	llc_useless_prefetch     	   5682	  43.95	     36.17
450.soplex-247B.csv       	l1d_useful_prefetch_hit  	   3579	  27.68	      6.83
450.soplex-247B.csv       	l2c_useful_prefetch_hit  	   2975	  23.01	     15.12
450.soplex-247B.csv       	llc_useful_prefetch_hit  	   4659	  36.04	     28.14
450.soplex-92B.csv        	l1d_mshr_pf_hit          	   3661	  29.74	      8.15
450.soplex-92B.csv        	l2c_mshr_pf_hit          	   1812	  14.72	      4.93
450.soplex-92B.csv        	llc_mshr_pf_hit          	   1951	  15.85	      2.85
450.soplex-92B.csv        	l1d_useless_prefetch     	   3977	  32.31	      5.10
450.soplex-92B.csv        	l2c_useless_prefetch     	   3809	  30.94	     10.30
450.soplex-92B.csv        	llc_useless_prefetch     	   5685	  46.18	     27.24
450.soplex-92B.csv        	l1d_useful_prefetch_hit  	   3193	  25.94	      6.61
450.soplex-92B.csv        	l2c_useful_prefetch_hit  	   2932	  23.82	     15.96
450.soplex-92B.csv        	llc_useful_prefetch_hit  	   4471	  36.32	     24.53
453.povray-252B.csv       	l1d_mshr_pf_hit          	      7	   3.38	     52.57
453.povray-252B.csv       	l2c_mshr_pf_hit          	      0	   0.00	      0.00
453.povray-252B.csv       	llc_mshr_pf_hit          	      2	   0.97	      1.00
453.povray-252B.csv       	l1d_useless_prefetch     	     59	  28.50	    112.03
453.povray-252B.csv       	l2c_useless_prefetch     	      0	   0.00	      0.00
453.povray-252B.csv       	llc_useless_prefetch     	      0	   0.00	      0.00
453.povray-252B.csv       	l1d_useful_prefetch_hit  	     11	   5.31	     20.91
453.povray-252B.csv       	l2c_useful_prefetch_hit  	      4	   1.93	      1.00
453.povray-252B.csv       	llc_useful_prefetch_hit  	     71	  34.30	      3.44
453.povray-576B.csv       	l1d_mshr_pf_hit          	     19	   5.74	     20.95
453.povray-576B.csv       	l2c_mshr_pf_hit          	      1	   0.30	      1.00
453.povray-576B.csv       	llc_mshr_pf_hit          	      9	   2.72	      1.11
453.povray-576B.csv       	l1d_useless_prefetch     	     84	  25.38	    139.90
453.povray-576B.csv       	l2c_useless_prefetch     	      2	   0.60	      1.00
453.povray-576B.csv       	llc_useless_prefetch     	      0	   0.00	      0.00
453.povray-576B.csv       	l1d_useful_prefetch_hit  	     28	   8.46	      3.75
453.povray-576B.csv       	l2c_useful_prefetch_hit  	     13	   3.93	      2.85
453.povray-576B.csv       	llc_useful_prefetch_hit  	    108	  32.63	      4.86
453.povray-800B.csv       	l1d_mshr_pf_hit          	      9	   4.35	    269.78
453.povray-800B.csv       	l2c_mshr_pf_hit          	      0	   0.00	      0.00
453.povray-800B.csv       	llc_mshr_pf_hit          	      1	   0.48	      2.00
453.povray-800B.csv       	l1d_useless_prefetch     	     45	  21.74	    189.38
453.povray-800B.csv       	l2c_useless_prefetch     	      0	   0.00	      0.00
453.povray-800B.csv       	llc_useless_prefetch     	      0	   0.00	      0.00
453.povray-800B.csv       	l1d_useful_prefetch_hit  	     10	   4.83	    150.00
453.povray-800B.csv       	l2c_useful_prefetch_hit  	      3	   1.45	      1.00
453.povray-800B.csv       	llc_useful_prefetch_hit  	     69	  33.33	      2.81
453.povray-887B.csv       	l1d_mshr_pf_hit          	     14	   7.41	     37.07
453.povray-887B.csv       	l2c_mshr_pf_hit          	      0	   0.00	      0.00
453.povray-887B.csv       	llc_mshr_pf_hit          	      1	   0.53	      1.00
453.povray-887B.csv       	l1d_useless_prefetch     	     48	  25.40	     20.88
453.povray-887B.csv       	l2c_useless_prefetch     	      1	   0.53	      1.00
453.povray-887B.csv       	llc_useless_prefetch     	      0	   0.00	      0.00
453.povray-887B.csv       	l1d_useful_prefetch_hit  	     15	   7.94	    129.87
453.povray-887B.csv       	l2c_useful_prefetch_hit  	      3	   1.59	      1.00
453.povray-887B.csv       	llc_useful_prefetch_hit  	     50	  26.46	      2.56
454.calculix-104B.csv     	l1d_mshr_pf_hit          	      3	   3.57	      1.00
454.calculix-104B.csv     	l2c_mshr_pf_hit          	      1	   1.19	      3.00
454.calculix-104B.csv     	llc_mshr_pf_hit          	      3	   3.57	      1.33
454.calculix-104B.csv     	l1d_useless_prefetch     	      5	   5.95	      1.00
454.calculix-104B.csv     	l2c_useless_prefetch     	      0	   0.00	      0.00
454.calculix-104B.csv     	llc_useless_prefetch     	      0	   0.00	      0.00
454.calculix-104B.csv     	l1d_useful_prefetch_hit  	      4	   4.76	      1.00
454.calculix-104B.csv     	l2c_useful_prefetch_hit  	      3	   3.57	      2.00
454.calculix-104B.csv     	llc_useful_prefetch_hit  	      5	   5.95	      4.20
456.hmmer-191B.csv        	l1d_mshr_pf_hit          	    144	  11.29	      1.70
456.hmmer-191B.csv        	l2c_mshr_pf_hit          	      4	   0.31	      1.50
456.hmmer-191B.csv        	llc_mshr_pf_hit          	      9	   0.71	      1.56
456.hmmer-191B.csv        	l1d_useless_prefetch     	    271	  21.25	      3.82
456.hmmer-191B.csv        	l2c_useless_prefetch     	     37	   2.90	      3.41
456.hmmer-191B.csv        	llc_useless_prefetch     	     98	   7.69	     10.94
456.hmmer-191B.csv        	l1d_useful_prefetch_hit  	    152	  11.92	      1.98
456.hmmer-191B.csv        	l2c_useful_prefetch_hit  	     82	   6.43	      7.56
456.hmmer-191B.csv        	llc_useful_prefetch_hit  	    102	   8.00	     13.18
456.hmmer-327B.csv        	l1d_mshr_pf_hit          	     64	   4.74	      1.33
456.hmmer-327B.csv        	l2c_mshr_pf_hit          	      7	   0.52	      1.00
456.hmmer-327B.csv        	llc_mshr_pf_hit          	      2	   0.15	      1.50
456.hmmer-327B.csv        	l1d_useless_prefetch     	    203	  15.03	      5.72
456.hmmer-327B.csv        	l2c_useless_prefetch     	     48	   3.55	      3.31
456.hmmer-327B.csv        	llc_useless_prefetch     	    147	  10.88	     11.81
456.hmmer-327B.csv        	l1d_useful_prefetch_hit  	     73	   5.40	      1.47
456.hmmer-327B.csv        	l2c_useful_prefetch_hit  	     70	   5.18	      8.67
456.hmmer-327B.csv        	llc_useful_prefetch_hit  	     94	   6.96	     17.82
456.hmmer-88B.csv         	l1d_mshr_pf_hit          	    236	  17.51	      1.88
456.hmmer-88B.csv         	l2c_mshr_pf_hit          	     12	   0.89	      3.42
456.hmmer-88B.csv         	llc_mshr_pf_hit          	      6	   0.45	      1.50
456.hmmer-88B.csv         	l1d_useless_prefetch     	    421	  31.23	      4.36
456.hmmer-88B.csv         	l2c_useless_prefetch     	     42	   3.12	      2.40
456.hmmer-88B.csv         	llc_useless_prefetch     	    148	  10.98	      8.59
456.hmmer-88B.csv         	l1d_useful_prefetch_hit  	    241	  17.88	      2.83
456.hmmer-88B.csv         	l2c_useful_prefetch_hit  	     95	   7.05	      9.00
456.hmmer-88B.csv         	llc_useful_prefetch_hit  	    111	   8.23	     15.78
458.sjeng-1088B.csv       	l1d_mshr_pf_hit          	     15	   0.10	      2.87
458.sjeng-1088B.csv       	l2c_mshr_pf_hit          	      0	   0.00	      0.00
458.sjeng-1088B.csv       	llc_mshr_pf_hit          	      1	   0.01	      1.00
458.sjeng-1088B.csv       	l1d_useless_prefetch     	    364	   2.43	      1.14
458.sjeng-1088B.csv       	l2c_useless_prefetch     	     27	   0.18	      1.00
458.sjeng-1088B.csv       	llc_useless_prefetch     	   3521	  23.47	      1.84
458.sjeng-1088B.csv       	l1d_useful_prefetch_hit  	     18	   0.12	      1.44
458.sjeng-1088B.csv       	l2c_useful_prefetch_hit  	     44	   0.29	      1.11
458.sjeng-1088B.csv       	llc_useful_prefetch_hit  	    296	   1.97	      2.28
458.sjeng-283B.csv        	l1d_mshr_pf_hit          	     18	   0.09	      2.33
458.sjeng-283B.csv        	l2c_mshr_pf_hit          	      0	   0.00	      0.00
458.sjeng-283B.csv        	llc_mshr_pf_hit          	      3	   0.01	      1.67
458.sjeng-283B.csv        	l1d_useless_prefetch     	    382	   1.81	      1.92
458.sjeng-283B.csv        	l2c_useless_prefetch     	     11	   0.05	      1.00
458.sjeng-283B.csv        	llc_useless_prefetch     	   6629	  31.49	      2.38
458.sjeng-283B.csv        	l1d_useful_prefetch_hit  	     23	   0.11	      1.43
458.sjeng-283B.csv        	l2c_useful_prefetch_hit  	     11	   0.05	      1.00
458.sjeng-283B.csv        	llc_useful_prefetch_hit  	    212	   1.01	      2.53
458.sjeng-31B.csv         	l1d_mshr_pf_hit          	     17	   0.09	      2.00
458.sjeng-31B.csv         	l2c_mshr_pf_hit          	      0	   0.00	      0.00
458.sjeng-31B.csv         	llc_mshr_pf_hit          	      5	   0.03	      1.00
458.sjeng-31B.csv         	l1d_useless_prefetch     	    428	   2.19	      1.49
458.sjeng-31B.csv         	l2c_useless_prefetch     	     10	   0.05	      1.00
458.sjeng-31B.csv         	llc_useless_prefetch     	   7765	  39.65	      3.33
458.sjeng-31B.csv         	l1d_useful_prefetch_hit  	     26	   0.13	      1.88
458.sjeng-31B.csv         	l2c_useful_prefetch_hit  	      6	   0.03	      1.50
458.sjeng-31B.csv         	llc_useful_prefetch_hit  	    206	   1.05	      2.04
458.sjeng-767B.csv        	l1d_mshr_pf_hit          	     13	   0.06	      2.15
458.sjeng-767B.csv        	l2c_mshr_pf_hit          	      0	   0.00	      0.00
458.sjeng-767B.csv        	llc_mshr_pf_hit          	      3	   0.01	      1.33
458.sjeng-767B.csv        	l1d_useless_prefetch     	    391	   1.77	      1.45
458.sjeng-767B.csv        	l2c_useless_prefetch     	     34	   0.15	      1.00
458.sjeng-767B.csv        	llc_useless_prefetch     	   6870	  31.04	      2.12
458.sjeng-767B.csv        	l1d_useful_prefetch_hit  	     31	   0.14	      1.35
458.sjeng-767B.csv        	l2c_useful_prefetch_hit  	     11	   0.05	      1.00
458.sjeng-767B.csv        	llc_useful_prefetch_hit  	    230	   1.04	      2.17
459.GemsFDTD-1169B.csv    	l1d_mshr_pf_hit          	     19	   0.03	      2.11
459.GemsFDTD-1169B.csv    	l2c_mshr_pf_hit          	    387	   0.57	      1.26
459.GemsFDTD-1169B.csv    	llc_mshr_pf_hit          	   2514	   3.72	      1.05
459.GemsFDTD-1169B.csv    	l1d_useless_prefetch     	  25578	  37.90	      2.80
459.GemsFDTD-1169B.csv    	l2c_useless_prefetch     	  20599	  30.52	      2.11
459.GemsFDTD-1169B.csv    	llc_useless_prefetch     	  33870	  50.18	     19.25
459.GemsFDTD-1169B.csv    	l1d_useful_prefetch_hit  	     50	   0.07	     18.70
459.GemsFDTD-1169B.csv    	l2c_useful_prefetch_hit  	  11452	  16.97	      4.86
459.GemsFDTD-1169B.csv    	llc_useful_prefetch_hit  	  24558	  36.38	      4.88
459.GemsFDTD-1211B.csv    	l1d_mshr_pf_hit          	   1861	   1.33	      1.04
459.GemsFDTD-1211B.csv    	l2c_mshr_pf_hit          	   1649	   1.18	      1.02
459.GemsFDTD-1211B.csv    	llc_mshr_pf_hit          	    427	   0.31	      1.00
459.GemsFDTD-1211B.csv    	l1d_useless_prefetch     	  39427	  28.20	      1.42
459.GemsFDTD-1211B.csv    	l2c_useless_prefetch     	  19588	  14.01	      1.15
459.GemsFDTD-1211B.csv    	llc_useless_prefetch     	  66064	  47.25	      9.69
459.GemsFDTD-1211B.csv    	l1d_useful_prefetch_hit  	  16430	  11.75	      1.15
459.GemsFDTD-1211B.csv    	l2c_useful_prefetch_hit  	  49353	  35.30	      1.65
459.GemsFDTD-1211B.csv    	llc_useful_prefetch_hit  	  40171	  28.73	      2.71
459.GemsFDTD-1320B.csv    	l1d_mshr_pf_hit          	      1	   0.00	      1.00
459.GemsFDTD-1320B.csv    	l2c_mshr_pf_hit          	    285	   0.43	      1.92
459.GemsFDTD-1320B.csv    	llc_mshr_pf_hit          	    810	   1.22	      1.06
459.GemsFDTD-1320B.csv    	l1d_useless_prefetch     	  20942	  31.45	      3.18
459.GemsFDTD-1320B.csv    	l2c_useless_prefetch     	  22043	  33.11	      2.17
459.GemsFDTD-1320B.csv    	llc_useless_prefetch     	  27774	  41.72	     12.95
459.GemsFDTD-1320B.csv    	l1d_useful_prefetch_hit  	      5	   0.01	      2.40
459.GemsFDTD-1320B.csv    	l2c_useful_prefetch_hit  	   6619	   9.94	     10.37
459.GemsFDTD-1320B.csv    	llc_useful_prefetch_hit  	  17732	  26.63	      5.50
459.GemsFDTD-1418B.csv    	l1d_mshr_pf_hit          	    410	   3.43	      1.06
459.GemsFDTD-1418B.csv    	l2c_mshr_pf_hit          	      4	   0.03	      1.00
459.GemsFDTD-1418B.csv    	llc_mshr_pf_hit          	      9	   0.08	      1.00
459.GemsFDTD-1418B.csv    	l1d_useless_prefetch     	   4813	  40.25	      1.66
459.GemsFDTD-1418B.csv    	l2c_useless_prefetch     	   3728	  31.17	      1.50
459.GemsFDTD-1418B.csv    	llc_useless_prefetch     	   1955	  16.35	      5.20
459.GemsFDTD-1418B.csv    	l1d_useful_prefetch_hit  	   3455	  28.89	      1.91
459.GemsFDTD-1418B.csv    	l2c_useful_prefetch_hit  	   7109	  59.44	      4.76
459.GemsFDTD-1418B.csv    	llc_useful_prefetch_hit  	   5178	  43.30	     18.22
459.GemsFDTD-1491B.csv    	l1d_mshr_pf_hit          	  16875	  44.40	      3.10
459.GemsFDTD-1491B.csv    	l2c_mshr_pf_hit          	   4005	  10.54	      1.08
459.GemsFDTD-1491B.csv    	llc_mshr_pf_hit          	    380	   1.00	      1.04
459.GemsFDTD-1491B.csv    	l1d_useless_prefetch     	  10988	  28.91	      1.64
459.GemsFDTD-1491B.csv    	l2c_useless_prefetch     	  17665	  46.48	      2.68
459.GemsFDTD-1491B.csv    	llc_useless_prefetch     	   8764	  23.06	      3.63
459.GemsFDTD-1491B.csv    	l1d_useful_prefetch_hit  	  16224	  42.69	      3.48
459.GemsFDTD-1491B.csv    	l2c_useful_prefetch_hit  	  18713	  49.24	      6.80
459.GemsFDTD-1491B.csv    	llc_useful_prefetch_hit  	  17933	  47.18	     14.91
459.GemsFDTD-765B.csv     	l1d_mshr_pf_hit          	   5821	   3.76	      1.01
459.GemsFDTD-765B.csv     	l2c_mshr_pf_hit          	   2661	   1.72	      1.02
459.GemsFDTD-765B.csv     	llc_mshr_pf_hit          	    669	   0.43	      1.01
459.GemsFDTD-765B.csv     	l1d_useless_prefetch     	  53575	  34.59	      1.64
459.GemsFDTD-765B.csv     	l2c_useless_prefetch     	  36987	  23.88	      1.28
459.GemsFDTD-765B.csv     	llc_useless_prefetch     	  69723	  45.02	      8.91
459.GemsFDTD-765B.csv     	l1d_useful_prefetch_hit  	  19127	  12.35	      1.17
459.GemsFDTD-765B.csv     	l2c_useful_prefetch_hit  	  52365	  33.81	      1.74
459.GemsFDTD-765B.csv     	llc_useful_prefetch_hit  	  42329	  27.33	      3.17
462.libquantum-1343B.csv  	l1d_mshr_pf_hit          	   6916	  84.34	     13.92
462.libquantum-1343B.csv  	l2c_mshr_pf_hit          	   5409	  65.96	      5.68
462.libquantum-1343B.csv  	llc_mshr_pf_hit          	   1414	  17.24	      1.39
462.libquantum-1343B.csv  	l1d_useless_prefetch     	      3	   0.04	      4.00
462.libquantum-1343B.csv  	l2c_useless_prefetch     	   5608	  68.39	     11.41
462.libquantum-1343B.csv  	llc_useless_prefetch     	    872	  10.63	      1.81
462.libquantum-1343B.csv  	l1d_useful_prefetch_hit  	   5434	  66.27	      8.05
462.libquantum-1343B.csv  	l2c_useful_prefetch_hit  	   5025	  61.28	      5.79
462.libquantum-1343B.csv  	llc_useful_prefetch_hit  	   3956	  48.24	     11.78
462.libquantum-714B.csv   	l1d_mshr_pf_hit          	   5566	  67.89	     11.76
462.libquantum-714B.csv   	l2c_mshr_pf_hit          	   5255	  64.09	      6.91
462.libquantum-714B.csv   	llc_mshr_pf_hit          	   1312	  16.00	      1.52
462.libquantum-714B.csv   	l1d_useless_prefetch     	      1	   0.01	      2.00
462.libquantum-714B.csv   	l2c_useless_prefetch     	   6060	  73.91	     14.19
462.libquantum-714B.csv   	llc_useless_prefetch     	    765	   9.33	      1.62
462.libquantum-714B.csv   	l1d_useful_prefetch_hit  	   4143	  50.53	      5.63
462.libquantum-714B.csv   	l2c_useful_prefetch_hit  	   5031	  61.36	      6.42
462.libquantum-714B.csv   	llc_useful_prefetch_hit  	   3652	  44.54	      6.57
464.h264ref-30B.csv       	l1d_mshr_pf_hit          	    643	  45.70	      6.17
464.h264ref-30B.csv       	l2c_mshr_pf_hit          	     84	   5.97	      1.50
464.h264ref-30B.csv       	llc_mshr_pf_hit          	     56	   3.98	      2.00
464.h264ref-30B.csv       	l1d_useless_prefetch     	    240	  17.06	      1.57
464.h264ref-30B.csv       	l2c_useless_prefetch     	    759	  53.94	      5.02
464.h264ref-30B.csv       	llc_useless_prefetch     	    618	  43.92	     13.74
464.h264ref-30B.csv       	l1d_useful_prefetch_hit  	    558	  39.66	      5.93
464.h264ref-30B.csv       	l2c_useful_prefetch_hit  	    655	  46.55	      7.11
464.h264ref-30B.csv       	llc_useful_prefetch_hit  	    565	  40.16	     13.05
464.h264ref-57B.csv       	l1d_mshr_pf_hit          	    559	  38.55	      7.45
464.h264ref-57B.csv       	l2c_mshr_pf_hit          	     86	   5.93	      1.24
464.h264ref-57B.csv       	llc_mshr_pf_hit          	     51	   3.52	      2.75
464.h264ref-57B.csv       	l1d_useless_prefetch     	    350	  24.14	      1.79
464.h264ref-57B.csv       	l2c_useless_prefetch     	    781	  53.86	      4.91
464.h264ref-57B.csv       	llc_useless_prefetch     	    600	  41.38	     16.42
464.h264ref-57B.csv       	l1d_useful_prefetch_hit  	    486	  33.52	      7.03
464.h264ref-57B.csv       	l2c_useful_prefetch_hit  	    626	  43.17	      7.44
464.h264ref-57B.csv       	llc_useful_prefetch_hit  	    586	  40.41	     18.14
464.h264ref-64B.csv       	l1d_mshr_pf_hit          	    623	  42.67	      8.43
464.h264ref-64B.csv       	l2c_mshr_pf_hit          	     61	   4.18	      1.41
464.h264ref-64B.csv       	llc_mshr_pf_hit          	     57	   3.90	      2.33
464.h264ref-64B.csv       	l1d_useless_prefetch     	    407	  27.88	      1.86
464.h264ref-64B.csv       	l2c_useless_prefetch     	    764	  52.33	      6.54
464.h264ref-64B.csv       	llc_useless_prefetch     	    620	  42.47	     15.16
464.h264ref-64B.csv       	l1d_useful_prefetch_hit  	    578	  39.59	      7.59
464.h264ref-64B.csv       	l2c_useful_prefetch_hit  	    635	  43.49	      8.92
464.h264ref-64B.csv       	llc_useful_prefetch_hit  	    612	  41.92	     16.84
464.h264ref-97B.csv       	l1d_mshr_pf_hit          	    549	  44.63	      7.83
464.h264ref-97B.csv       	l2c_mshr_pf_hit          	     40	   3.25	      1.20
464.h264ref-97B.csv       	llc_mshr_pf_hit          	     52	   4.23	      2.52
464.h264ref-97B.csv       	l1d_useless_prefetch     	    353	  28.70	      2.14
464.h264ref-97B.csv       	l2c_useless_prefetch     	    660	  53.66	      5.59
464.h264ref-97B.csv       	llc_useless_prefetch     	    494	  40.16	     16.25
464.h264ref-97B.csv       	l1d_useful_prefetch_hit  	    457	  37.15	      7.60
464.h264ref-97B.csv       	l2c_useful_prefetch_hit  	    554	  45.04	      7.96
464.h264ref-97B.csv       	llc_useful_prefetch_hit  	    530	  43.09	     17.26
465.tonto-1914B.csv       	l1d_mshr_pf_hit          	     68	  13.31	      8.46
465.tonto-1914B.csv       	l2c_mshr_pf_hit          	      7	   1.37	      1.43
465.tonto-1914B.csv       	llc_mshr_pf_hit          	     26	   5.09	      1.77
465.tonto-1914B.csv       	l1d_useless_prefetch     	    133	  26.03	      7.10
465.tonto-1914B.csv       	l2c_useless_prefetch     	     50	   9.78	      1.22
465.tonto-1914B.csv       	llc_useless_prefetch     	      2	   0.39	      1.00
465.tonto-1914B.csv       	l1d_useful_prefetch_hit  	     61	  11.94	      5.44
465.tonto-1914B.csv       	l2c_useful_prefetch_hit  	     86	  16.83	      5.64
465.tonto-1914B.csv       	llc_useful_prefetch_hit  	    236	  46.18	     10.34
465.tonto-44B.csv         	l1d_mshr_pf_hit          	     76	  15.23	      8.68
465.tonto-44B.csv         	l2c_mshr_pf_hit          	      3	   0.60	      1.33
465.tonto-44B.csv         	llc_mshr_pf_hit          	     14	   2.81	      3.14
465.tonto-44B.csv         	l1d_useless_prefetch     	     76	  15.23	      8.01
465.tonto-44B.csv         	l2c_useless_prefetch     	     33	   6.61	      1.06
465.tonto-44B.csv         	llc_useless_prefetch     	      0	   0.00	      0.00
465.tonto-44B.csv         	l1d_useful_prefetch_hit  	     57	  11.42	      7.95
465.tonto-44B.csv         	l2c_useful_prefetch_hit  	    106	  21.24	     99.10
465.tonto-44B.csv         	llc_useful_prefetch_hit  	    178	  35.67	      6.51
470.lbm-1274B.csv         	l1d_mshr_pf_hit          	   4685	  17.07	      1.83
470.lbm-1274B.csv         	l2c_mshr_pf_hit          	   4513	  16.44	      2.24
470.lbm-1274B.csv         	llc_mshr_pf_hit          	    391	   1.42	      1.11
470.lbm-1274B.csv         	l1d_useless_prefetch     	   2794	  10.18	      1.27
470.lbm-1274B.csv         	l2c_useless_prefetch     	   8370	  30.50	      3.90
470.lbm-1274B.csv         	llc_useless_prefetch     	    749	   2.73	      1.54
470.lbm-1274B.csv         	l1d_useful_prefetch_hit  	   5813	  21.18	      2.10
470.lbm-1274B.csv         	l2c_useful_prefetch_hit  	   5314	  19.36	      3.42
470.lbm-1274B.csv         	llc_useful_prefetch_hit  	   5683	  20.71	     10.93
471.omnetpp-188B.csv      	l1d_mshr_pf_hit          	   6885	  20.44	      1.75
471.omnetpp-188B.csv      	l2c_mshr_pf_hit          	   2843	   8.44	      1.44
471.omnetpp-188B.csv      	llc_mshr_pf_hit          	   5654	  16.78	      1.69
