Workload                  	Metric                   	  Count	      %	 AvgChange
471.omnetpp-188B.csv      	l1d_useless_prefetch     	  11046	  32.79	      2.22
471.omnetpp-188B.csv      	l2c_useless_prefetch     	   8646	  25.67	      1.56
471.omnetpp-188B.csv      	llc_useless_prefetch     	  17843	  52.97	     19.46
471.omnetpp-188B.csv      	l1d_useful_prefetch_hit  	   7126	  21.15	      1.70
471.omnetpp-188B.csv      	l2c_useful_prefetch_hit  	   6384	  18.95	      1.68
471.omnetpp-188B.csv      	llc_useful_prefetch_hit  	  12279	  36.45	      5.18
473.astar-153B.csv        	l1d_mshr_pf_hit          	    205	   8.86	      1.18
473.astar-153B.csv        	l2c_mshr_pf_hit          	     81	   3.50	      1.28
473.astar-153B.csv        	llc_mshr_pf_hit          	     28	   1.21	      1.00
473.astar-153B.csv        	l1d_useless_prefetch     	   1064	  45.96	      5.14
473.astar-153B.csv        	l2c_useless_prefetch     	    638	  27.56	      1.91
473.astar-153B.csv        	llc_useless_prefetch     	    668	  28.86	     16.21
473.astar-153B.csv        	l1d_useful_prefetch_hit  	    293	  12.66	      1.21
473.astar-153B.csv        	l2c_useful_prefetch_hit  	    536	  23.15	      3.46
473.astar-153B.csv        	llc_useful_prefetch_hit  	   1094	  47.26	      9.92
473.astar-359B.csv        	l1d_mshr_pf_hit          	    988	   3.30	      5.10
473.astar-359B.csv        	l2c_mshr_pf_hit          	    189	   0.63	     25.69
473.astar-359B.csv        	llc_mshr_pf_hit          	    129	   0.43	      1.25
473.astar-359B.csv        	l1d_useless_prefetch     	  11677	  38.98	      2.89
473.astar-359B.csv        	l2c_useless_prefetch     	   7378	  24.63	      1.91
473.astar-359B.csv        	llc_useless_prefetch     	  16766	  55.96	     31.85
473.astar-359B.csv        	l1d_useful_prefetch_hit  	   1935	   6.46	     19.07
473.astar-359B.csv        	l2c_useful_prefetch_hit  	   3479	  11.61	      3.78
473.astar-359B.csv        	llc_useful_prefetch_hit  	  12322	  41.13	      4.28
473.astar-42B.csv         	l1d_mshr_pf_hit          	   1657	  27.95	      1.86
473.astar-42B.csv         	l2c_mshr_pf_hit          	    513	   8.65	      1.58
473.astar-42B.csv         	llc_mshr_pf_hit          	     41	   0.69	      1.10
473.astar-42B.csv         	l1d_useless_prefetch     	   3598	  60.68	     12.09
473.astar-42B.csv         	l2c_useless_prefetch     	   3128	  52.76	     19.92
473.astar-42B.csv         	llc_useless_prefetch     	   3137	  52.91	    205.89
473.astar-42B.csv         	l1d_useful_prefetch_hit  	   1752	  29.55	      2.05
473.astar-42B.csv         	l2c_useful_prefetch_hit  	   1493	  25.18	      3.97
473.astar-42B.csv         	llc_useful_prefetch_hit  	   2226	  37.54	     13.01
481.wrf-1170B.csv         	l1d_mshr_pf_hit          	      0	   0.00	      0.00
481.wrf-1170B.csv         	l2c_mshr_pf_hit          	     34	   3.27	      1.03
481.wrf-1170B.csv         	llc_mshr_pf_hit          	     43	   4.14	      1.23
481.wrf-1170B.csv         	l1d_useless_prefetch     	    511	  49.18	     16.61
481.wrf-1170B.csv         	l2c_useless_prefetch     	     17	   1.64	      1.00
481.wrf-1170B.csv         	llc_useless_prefetch     	    138	  13.28	      3.59
481.wrf-1170B.csv         	l1d_useful_prefetch_hit  	    252	  24.25	      1.84
481.wrf-1170B.csv         	l2c_useful_prefetch_hit  	    228	  21.94	      1.40
481.wrf-1170B.csv         	llc_useful_prefetch_hit  	    456	  43.89	      8.42
481.wrf-1254B.csv         	l1d_mshr_pf_hit          	   2152	  38.70	      4.07
481.wrf-1254B.csv         	l2c_mshr_pf_hit          	    556	  10.00	      1.44
481.wrf-1254B.csv         	llc_mshr_pf_hit          	     37	   0.67	      1.03
481.wrf-1254B.csv         	l1d_useless_prefetch     	   1351	  24.29	      2.54
481.wrf-1254B.csv         	l2c_useless_prefetch     	   2103	  37.82	      4.82
481.wrf-1254B.csv         	llc_useless_prefetch     	   1665	  29.94	      6.91
481.wrf-1254B.csv         	l1d_useful_prefetch_hit  	   1595	  28.68	      3.94
481.wrf-1254B.csv         	l2c_useful_prefetch_hit  	   2300	  41.36	      4.32
481.wrf-1254B.csv         	llc_useful_prefetch_hit  	   2201	  39.58	     18.80
481.wrf-1281B.csv         	l1d_mshr_pf_hit          	   5206	  31.44	      3.34
481.wrf-1281B.csv         	l2c_mshr_pf_hit          	    900	   5.44	      1.13
481.wrf-1281B.csv         	llc_mshr_pf_hit          	    669	   4.04	      1.30
481.wrf-1281B.csv         	l1d_useless_prefetch     	   2816	  17.01	      1.25
481.wrf-1281B.csv         	l2c_useless_prefetch     	   5508	  33.27	      3.96
481.wrf-1281B.csv         	llc_useless_prefetch     	   3815	  23.04	      7.41
481.wrf-1281B.csv         	l1d_useful_prefetch_hit  	   5184	  31.31	      3.27
481.wrf-1281B.csv         	l2c_useful_prefetch_hit  	   5484	  33.12	      4.59
481.wrf-1281B.csv         	llc_useful_prefetch_hit  	   4933	  29.80	     16.06
481.wrf-196B.csv          	l1d_mshr_pf_hit          	   1667	  47.41	      2.51
481.wrf-196B.csv          	l2c_mshr_pf_hit          	     32	   0.91	      1.22
481.wrf-196B.csv          	llc_mshr_pf_hit          	     14	   0.40	      1.43
481.wrf-196B.csv          	l1d_useless_prefetch     	   1323	  37.63	      2.59
481.wrf-196B.csv          	l2c_useless_prefetch     	   1179	  33.53	      1.59
481.wrf-196B.csv          	llc_useless_prefetch     	   1134	  32.25	      6.20
481.wrf-196B.csv          	l1d_useful_prefetch_hit  	   1320	  37.54	      2.52
481.wrf-196B.csv          	l2c_useful_prefetch_hit  	   1614	  45.90	      5.11
481.wrf-196B.csv          	llc_useful_prefetch_hit  	   1623	  46.16	     22.49
481.wrf-455B.csv          	l1d_mshr_pf_hit          	   1542	  22.63	      1.60
481.wrf-455B.csv          	l2c_mshr_pf_hit          	      2	   0.03	      1.00
481.wrf-455B.csv          	llc_mshr_pf_hit          	     17	   0.25	      1.06
481.wrf-455B.csv          	l1d_useless_prefetch     	   2994	  43.93	      1.43
481.wrf-455B.csv          	l2c_useless_prefetch     	   1542	  22.63	      1.29
481.wrf-455B.csv          	llc_useless_prefetch     	   1416	  20.78	      4.81
481.wrf-455B.csv          	l1d_useful_prefetch_hit  	   1837	  26.96	      1.79
481.wrf-455B.csv          	l2c_useful_prefetch_hit  	   3830	  56.20	      5.61
481.wrf-455B.csv          	llc_useful_prefetch_hit  	   3073	  45.09	     18.51
481.wrf-816B.csv          	l1d_mshr_pf_hit          	   5950	  45.09	      2.30
481.wrf-816B.csv          	l2c_mshr_pf_hit          	    115	   0.87	      1.17
481.wrf-816B.csv          	llc_mshr_pf_hit          	    132	   1.00	      1.13
481.wrf-816B.csv          	l1d_useless_prefetch     	   2068	  15.67	      1.24
481.wrf-816B.csv          	l2c_useless_prefetch     	   4877	  36.96	      2.31
481.wrf-816B.csv          	llc_useless_prefetch     	   2853	  21.62	      4.43
481.wrf-816B.csv          	l1d_useful_prefetch_hit  	   5976	  45.29	      2.39
481.wrf-816B.csv          	l2c_useful_prefetch_hit  	   6063	  45.95	      5.11
481.wrf-816B.csv          	llc_useful_prefetch_hit  	   5143	  38.97	     17.43
482.sphinx3-1100B.csv     	l1d_mshr_pf_hit          	   1678	  53.35	     26.76
482.sphinx3-1100B.csv     	l2c_mshr_pf_hit          	    274	   8.71	      2.78
482.sphinx3-1100B.csv     	llc_mshr_pf_hit          	    185	   5.88	      1.90
482.sphinx3-1100B.csv     	l1d_useless_prefetch     	   1073	  34.12	      5.55
482.sphinx3-1100B.csv     	l2c_useless_prefetch     	   2184	  69.44	     22.88
482.sphinx3-1100B.csv     	llc_useless_prefetch     	   1292	  41.08	     37.91
482.sphinx3-1100B.csv     	l1d_useful_prefetch_hit  	   1653	  52.56	     24.85
482.sphinx3-1100B.csv     	l2c_useful_prefetch_hit  	   1800	  57.23	     29.70
482.sphinx3-1100B.csv     	llc_useful_prefetch_hit  	   1438	  45.72	     31.26
482.sphinx3-1297B.csv     	l1d_mshr_pf_hit          	   1205	  37.18	     27.24
482.sphinx3-1297B.csv     	l2c_mshr_pf_hit          	    278	   8.58	      4.04
482.sphinx3-1297B.csv     	llc_mshr_pf_hit          	    377	  11.63	      2.10
482.sphinx3-1297B.csv     	l1d_useless_prefetch     	   1211	  37.37	      5.55
482.sphinx3-1297B.csv     	l2c_useless_prefetch     	   1716	  52.95	     22.07
482.sphinx3-1297B.csv     	llc_useless_prefetch     	   1414	  43.63	     63.32
482.sphinx3-1297B.csv     	l1d_useful_prefetch_hit  	   1176	  36.29	     25.26
482.sphinx3-1297B.csv     	l2c_useful_prefetch_hit  	   1387	  42.80	     27.17
482.sphinx3-1297B.csv     	llc_useful_prefetch_hit  	   1342	  41.41	     26.61
482.sphinx3-1395B.csv     	l1d_mshr_pf_hit          	   1015	  36.60	     33.23
482.sphinx3-1395B.csv     	l2c_mshr_pf_hit          	    260	   9.38	      4.23
482.sphinx3-1395B.csv     	llc_mshr_pf_hit          	    289	  10.42	      2.15
482.sphinx3-1395B.csv     	l1d_useless_prefetch     	    958	  34.55	      4.91
482.sphinx3-1395B.csv     	l2c_useless_prefetch     	   1559	  56.22	     24.70
482.sphinx3-1395B.csv     	llc_useless_prefetch     	   1178	  42.48	     70.57
482.sphinx3-1395B.csv     	l1d_useful_prefetch_hit  	    986	  35.56	     29.14
482.sphinx3-1395B.csv     	l2c_useful_prefetch_hit  	   1051	  37.90	     36.29
482.sphinx3-1395B.csv     	llc_useful_prefetch_hit  	   1142	  41.18	     26.98
482.sphinx3-1522B.csv     	l1d_mshr_pf_hit          	   1232	  52.97	     33.24
482.sphinx3-1522B.csv     	l2c_mshr_pf_hit          	    311	  13.37	      3.37
482.sphinx3-1522B.csv     	llc_mshr_pf_hit          	    208	   8.94	      2.16
482.sphinx3-1522B.csv     	l1d_useless_prefetch     	    839	  36.07	      6.17
482.sphinx3-1522B.csv     	l2c_useless_prefetch     	   1613	  69.35	     27.42
482.sphinx3-1522B.csv     	llc_useless_prefetch     	    928	  39.90	     60.51
482.sphinx3-1522B.csv     	l1d_useful_prefetch_hit  	   1218	  52.36	     31.02
482.sphinx3-1522B.csv     	l2c_useful_prefetch_hit  	   1275	  54.82	     36.82
482.sphinx3-1522B.csv     	llc_useful_prefetch_hit  	   1061	  45.61	     36.57
482.sphinx3-234B.csv      	l1d_mshr_pf_hit          	   2431	  59.28	     18.83
482.sphinx3-234B.csv      	l2c_mshr_pf_hit          	    391	   9.53	      2.33
482.sphinx3-234B.csv      	llc_mshr_pf_hit          	    210	   5.12	      1.59
482.sphinx3-234B.csv      	l1d_useless_prefetch     	   1530	  37.31	      4.33
482.sphinx3-234B.csv      	l2c_useless_prefetch     	   2993	  72.98	     17.17
482.sphinx3-234B.csv      	llc_useless_prefetch     	   1593	  38.84	     26.43
482.sphinx3-234B.csv      	l1d_useful_prefetch_hit  	   2400	  58.52	     17.51
482.sphinx3-234B.csv      	l2c_useful_prefetch_hit  	   2563	  62.50	     21.36
482.sphinx3-234B.csv      	llc_useful_prefetch_hit  	   1857	  45.28	     26.92
482.sphinx3-417B.csv      	l1d_mshr_pf_hit          	   1633	  39.58	     19.24
482.sphinx3-417B.csv      	l2c_mshr_pf_hit          	    347	   8.41	      2.87
482.sphinx3-417B.csv      	llc_mshr_pf_hit          	    615	  14.91	      2.03
482.sphinx3-417B.csv      	l1d_useless_prefetch     	   1608	  38.97	      5.24
482.sphinx3-417B.csv      	l2c_useless_prefetch     	   2067	  50.10	     16.13
482.sphinx3-417B.csv      	llc_useless_prefetch     	   1972	  47.79	     42.02
482.sphinx3-417B.csv      	l1d_useful_prefetch_hit  	   1591	  38.56	     17.37
482.sphinx3-417B.csv      	l2c_useful_prefetch_hit  	   1757	  42.58	     21.18
482.sphinx3-417B.csv      	llc_useful_prefetch_hit  	   1751	  42.44	     22.85
483.xalancbmk-127B.csv    	l1d_mshr_pf_hit          	   4238	  19.82	      5.80
483.xalancbmk-127B.csv    	l2c_mshr_pf_hit          	     89	   0.42	      2.81
483.xalancbmk-127B.csv    	llc_mshr_pf_hit          	   3429	  16.04	      7.05
483.xalancbmk-127B.csv    	l1d_useless_prefetch     	   6531	  30.55	      3.42
483.xalancbmk-127B.csv    	l2c_useless_prefetch     	   1328	   6.21	      2.29
483.xalancbmk-127B.csv    	llc_useless_prefetch     	   9652	  45.15	     38.52
483.xalancbmk-127B.csv    	l1d_useful_prefetch_hit  	   3435	  16.07	      4.01
483.xalancbmk-127B.csv    	l2c_useful_prefetch_hit  	    344	   1.61	      3.23
483.xalancbmk-127B.csv    	llc_useful_prefetch_hit  	   5673	  26.54	     17.73
483.xalancbmk-716B.csv    	l1d_mshr_pf_hit          	   2034	   9.78	      1.98
483.xalancbmk-716B.csv    	l2c_mshr_pf_hit          	     91	   0.44	      1.20
483.xalancbmk-716B.csv    	llc_mshr_pf_hit          	    679	   3.27	      2.03
483.xalancbmk-716B.csv    	l1d_useless_prefetch     	   3477	  16.73	      2.12
483.xalancbmk-716B.csv    	l2c_useless_prefetch     	   4213	  20.27	      1.45
483.xalancbmk-716B.csv    	llc_useless_prefetch     	  10137	  48.76	      9.37
483.xalancbmk-716B.csv    	l1d_useful_prefetch_hit  	   2116	  10.18	      1.39
483.xalancbmk-716B.csv    	l2c_useful_prefetch_hit  	   1535	   7.38	      1.34
483.xalancbmk-716B.csv    	llc_useful_prefetch_hit  	   4121	  19.82	      3.01
483.xalancbmk-736B.csv    	l1d_mshr_pf_hit          	    594	   7.71	     31.91
483.xalancbmk-736B.csv    	l2c_mshr_pf_hit          	     41	   0.53	     24.34
483.xalancbmk-736B.csv    	llc_mshr_pf_hit          	    147	   1.91	      1.54
483.xalancbmk-736B.csv    	l1d_useless_prefetch     	    903	  11.72	      8.84
483.xalancbmk-736B.csv    	l2c_useless_prefetch     	   1417	  18.39	      2.38
483.xalancbmk-736B.csv    	llc_useless_prefetch     	   3673	  47.66	      9.13
483.xalancbmk-736B.csv    	l1d_useful_prefetch_hit  	    658	   8.54	      6.07
483.xalancbmk-736B.csv    	l2c_useful_prefetch_hit  	    617	   8.01	      1.52
483.xalancbmk-736B.csv    	llc_useful_prefetch_hit  	   1994	  25.87	      3.63
600.perlbench_s-1273B.csv 	l1d_mshr_pf_hit          	     25	   2.72	      1.28
600.perlbench_s-1273B.csv 	l2c_mshr_pf_hit          	      0	   0.00	      0.00
600.perlbench_s-1273B.csv 	llc_mshr_pf_hit          	     29	   3.16	      1.14
600.perlbench_s-1273B.csv 	l1d_useless_prefetch     	     39	   4.24	      1.23
600.perlbench_s-1273B.csv 	l2c_useless_prefetch     	      3	   0.33	      1.00
600.perlbench_s-1273B.csv 	llc_useless_prefetch     	     28	   3.05	      2.00
600.perlbench_s-1273B.csv 	l1d_useful_prefetch_hit  	     21	   2.29	      1.33
600.perlbench_s-1273B.csv 	l2c_useful_prefetch_hit  	      0	   0.00	      0.00
600.perlbench_s-1273B.csv 	llc_useful_prefetch_hit  	     92	  10.01	      4.86
600.perlbench_s-210B.csv  	l1d_mshr_pf_hit          	     15	   2.13	      1.00
600.perlbench_s-210B.csv  	l2c_mshr_pf_hit          	      0	   0.00	      0.00
600.perlbench_s-210B.csv  	llc_mshr_pf_hit          	     17	   2.42	      1.12
600.perlbench_s-210B.csv  	l1d_useless_prefetch     	     52	   7.40	      1.77
600.perlbench_s-210B.csv  	l2c_useless_prefetch     	      2	   0.28	      1.00
600.perlbench_s-210B.csv  	llc_useless_prefetch     	      0	   0.00	      0.00
600.perlbench_s-210B.csv  	l1d_useful_prefetch_hit  	     14	   1.99	      1.00
600.perlbench_s-210B.csv  	l2c_useful_prefetch_hit  	      3	   0.43	      1.00
600.perlbench_s-210B.csv  	llc_useful_prefetch_hit  	     63	   8.96	      2.76
600.perlbench_s-570B.csv  	l1d_mshr_pf_hit          	    329	   6.02	      1.36
600.perlbench_s-570B.csv  	l2c_mshr_pf_hit          	     10	   0.18	      1.80
600.perlbench_s-570B.csv  	llc_mshr_pf_hit          	    203	   3.72	      1.17
600.perlbench_s-570B.csv  	l1d_useless_prefetch     	    696	  12.74	      2.78
600.perlbench_s-570B.csv  	l2c_useless_prefetch     	    154	   2.82	      1.01
600.perlbench_s-570B.csv  	llc_useless_prefetch     	   2431	  44.51	      6.70
600.perlbench_s-570B.csv  	l1d_useful_prefetch_hit  	    307	   5.62	      1.25
600.perlbench_s-570B.csv  	l2c_useful_prefetch_hit  	     80	   1.46	      1.86
600.perlbench_s-570B.csv  	llc_useful_prefetch_hit  	   1237	  22.65	      4.21
602.gcc_s-1850B.csv       	l1d_mshr_pf_hit          	  12037	  33.10	      1.80
602.gcc_s-1850B.csv       	l2c_mshr_pf_hit          	    693	   1.91	      1.00
602.gcc_s-1850B.csv       	llc_mshr_pf_hit          	     92	   0.25	      1.09
602.gcc_s-1850B.csv       	l1d_useless_prefetch     	   5927	  16.30	      1.06
602.gcc_s-1850B.csv       	l2c_useless_prefetch     	  14707	  40.44	      6.97
602.gcc_s-1850B.csv       	llc_useless_prefetch     	   5352	  14.72	      5.23
602.gcc_s-1850B.csv       	l1d_useful_prefetch_hit  	   7850	  21.59	      1.82
602.gcc_s-1850B.csv       	l2c_useful_prefetch_hit  	  14748	  40.56	      2.73
602.gcc_s-1850B.csv       	llc_useful_prefetch_hit  	  14988	  41.22	     11.27
602.gcc_s-2226B.csv       	l1d_mshr_pf_hit          	  19656	  40.83	      4.22
602.gcc_s-2226B.csv       	l2c_mshr_pf_hit          	   4120	   8.56	      1.42
602.gcc_s-2226B.csv       	llc_mshr_pf_hit          	    997	   2.07	      1.26
602.gcc_s-2226B.csv       	l1d_useless_prefetch     	   2921	   6.07	      2.41
602.gcc_s-2226B.csv       	l2c_useless_prefetch     	  26249	  54.52	     11.65
602.gcc_s-2226B.csv       	llc_useless_prefetch     	  10324	  21.44	      7.96
602.gcc_s-2226B.csv       	l1d_useful_prefetch_hit  	  11554	  24.00	      3.45
602.gcc_s-2226B.csv       	l2c_useful_prefetch_hit  	  19347	  40.19	      3.86
602.gcc_s-2226B.csv       	llc_useful_prefetch_hit  	  13451	  27.94	      5.56
602.gcc_s-2375B.csv       	l1d_mshr_pf_hit          	    423	   9.93	      5.24
602.gcc_s-2375B.csv       	l2c_mshr_pf_hit          	    157	   3.68	      2.59
602.gcc_s-2375B.csv       	llc_mshr_pf_hit          	    218	   5.12	      1.99
602.gcc_s-2375B.csv       	l1d_useless_prefetch     	    948	  22.25	      5.48
602.gcc_s-2375B.csv       	l2c_useless_prefetch     	   1078	  25.30	      3.98
602.gcc_s-2375B.csv       	llc_useless_prefetch     	   1953	  45.83	     18.93
602.gcc_s-2375B.csv       	l1d_useful_prefetch_hit  	    402	   9.43	      5.22
602.gcc_s-2375B.csv       	l2c_useful_prefetch_hit  	    497	  11.66	      6.85
602.gcc_s-2375B.csv       	llc_useful_prefetch_hit  	    987	  23.16	     19.33
602.gcc_s-734B.csv        	l1d_mshr_pf_hit          	   3178	  36.88	      4.09
602.gcc_s-734B.csv        	l2c_mshr_pf_hit          	    207	   2.40	      1.12
602.gcc_s-734B.csv        	llc_mshr_pf_hit          	    180	   2.09	      1.38
602.gcc_s-734B.csv        	l1d_useless_prefetch     	   1756	  20.38	      3.71
602.gcc_s-734B.csv        	l2c_useless_prefetch     	   3395	  39.39	      3.97
602.gcc_s-734B.csv        	llc_useless_prefetch     	   3039	  35.26	     10.61
602.gcc_s-734B.csv        	l1d_useful_prefetch_hit  	   1589	  18.44	      2.76
602.gcc_s-734B.csv        	l2c_useful_prefetch_hit  	   2503	  29.04	      5.52
602.gcc_s-734B.csv        	llc_useful_prefetch_hit  	   2527	  29.32	     20.91
603.bwaves_s-1080B.csv    	l1d_mshr_pf_hit          	      1	   0.08	      1.00
603.bwaves_s-1080B.csv    	l2c_mshr_pf_hit          	      1	   0.08	      1.00
603.bwaves_s-1080B.csv    	llc_mshr_pf_hit          	      0	   0.00	      0.00
603.bwaves_s-1080B.csv    	l1d_useless_prefetch     	     15	   1.24	      1.07
603.bwaves_s-1080B.csv    	l2c_useless_prefetch     	      2	   0.16	      1.00
603.bwaves_s-1080B.csv    	llc_useless_prefetch     	     49	   4.04	      7.51
603.bwaves_s-1080B.csv    	l1d_useful_prefetch_hit  	      1	   0.08	      1.00
603.bwaves_s-1080B.csv    	l2c_useful_prefetch_hit  	     17	   1.40	      1.00
603.bwaves_s-1080B.csv    	llc_useful_prefetch_hit  	     55	   4.53	     14.76
603.bwaves_s-1740B.csv    	l1d_mshr_pf_hit          	  13257	  38.89	      2.94
603.bwaves_s-1740B.csv    	l2c_mshr_pf_hit          	  13154	  38.58	      2.15
603.bwaves_s-1740B.csv    	llc_mshr_pf_hit          	    855	   2.51	      1.06
603.bwaves_s-1740B.csv    	l1d_useless_prefetch     	   7085	  20.78	      1.23
603.bwaves_s-1740B.csv    	l2c_useless_prefetch     	  13511	  39.63	      2.46
603.bwaves_s-1740B.csv    	llc_useless_prefetch     	   4143	  12.15	      2.65
603.bwaves_s-1740B.csv    	l1d_useful_prefetch_hit  	  11624	  34.10	      2.79
603.bwaves_s-1740B.csv    	l2c_useful_prefetch_hit  	  16076	  47.16	      4.60
603.bwaves_s-1740B.csv    	llc_useful_prefetch_hit  	  15803	  46.36	     12.92
603.bwaves_s-2609B.csv    	l1d_mshr_pf_hit          	  12996	  38.12	      2.93
603.bwaves_s-2609B.csv    	l2c_mshr_pf_hit          	  13105	  38.44	      2.15
603.bwaves_s-2609B.csv    	llc_mshr_pf_hit          	    866	   2.54	      1.05
603.bwaves_s-2609B.csv    	l1d_useless_prefetch     	   7238	  21.23	      1.22
603.bwaves_s-2609B.csv    	l2c_useless_prefetch     	  13522	  39.66	      2.46
603.bwaves_s-2609B.csv    	llc_useless_prefetch     	   4142	  12.15	      2.52
603.bwaves_s-2609B.csv    	l1d_useful_prefetch_hit  	  11419	  33.50	      2.79
603.bwaves_s-2609B.csv    	l2c_useful_prefetch_hit  	  15964	  46.83	      4.59
603.bwaves_s-2609B.csv    	llc_useful_prefetch_hit  	  15961	  46.82	     12.94
603.bwaves_s-2931B.csv    	l1d_mshr_pf_hit          	   1783	   7.29	      1.36
603.bwaves_s-2931B.csv    	l2c_mshr_pf_hit          	      4	   0.02	      1.00
603.bwaves_s-2931B.csv    	llc_mshr_pf_hit          	     24	   0.10	      1.00
603.bwaves_s-2931B.csv    	l1d_useless_prefetch     	   6602	  26.99	      1.40
603.bwaves_s-2931B.csv    	l2c_useless_prefetch     	   2454	  10.03	      1.27
603.bwaves_s-2931B.csv    	llc_useless_prefetch     	   1754	   7.17	      5.90
603.bwaves_s-2931B.csv    	l1d_useful_prefetch_hit  	   5713	  23.36	     11.74
603.bwaves_s-2931B.csv    	l2c_useful_prefetch_hit  	   6127	  25.05	      6.91
603.bwaves_s-2931B.csv    	llc_useful_prefetch_hit  	   6871	  28.09	     18.55
603.bwaves_s-3699B.csv    	l1d_mshr_pf_hit          	      9	   0.96	      1.00
603.bwaves_s-3699B.csv    	l2c_mshr_pf_hit          	      0	   0.00	      0.00
603.bwaves_s-3699B.csv    	llc_mshr_pf_hit          	      2	   0.21	      1.00
603.bwaves_s-3699B.csv    	l1d_useless_prefetch     	     29	   3.10	      1.07
603.bwaves_s-3699B.csv    	l2c_useless_prefetch     	     14	   1.50	      1.00
603.bwaves_s-3699B.csv    	llc_useless_prefetch     	     44	   4.71	      6.30
603.bwaves_s-3699B.csv    	l1d_useful_prefetch_hit  	     27	   2.89	      1.33
603.bwaves_s-3699B.csv    	l2c_useful_prefetch_hit  	     45	   4.82	      1.47
603.bwaves_s-3699B.csv    	llc_useful_prefetch_hit  	     72	   7.71	     17.43
603.bwaves_s-5359B.csv    	l1d_mshr_pf_hit          	      1	   0.19	      1.00
603.bwaves_s-5359B.csv    	l2c_mshr_pf_hit          	      1	   0.19	      1.00
603.bwaves_s-5359B.csv    	llc_mshr_pf_hit          	      1	   0.19	      1.00
603.bwaves_s-5359B.csv    	l1d_useless_prefetch     	      8	   1.48	      1.00
603.bwaves_s-5359B.csv    	l2c_useless_prefetch     	      2	   0.37	      1.00
603.bwaves_s-5359B.csv    	llc_useless_prefetch     	     30	   5.56	      5.20
603.bwaves_s-5359B.csv    	l1d_useful_prefetch_hit  	      1	   0.19	      1.00
603.bwaves_s-5359B.csv    	l2c_useful_prefetch_hit  	      3	   0.56	      1.00
603.bwaves_s-5359B.csv    	llc_useful_prefetch_hit  	     20	   3.70	     23.25
603.bwaves_s-891B.csv     	l1d_mshr_pf_hit          	  26013	  70.36	     18.35
603.bwaves_s-891B.csv     	l2c_mshr_pf_hit          	    140	   0.38	      1.00
603.bwaves_s-891B.csv     	llc_mshr_pf_hit          	     57	   0.15	      1.02
603.bwaves_s-891B.csv     	l1d_useless_prefetch     	    217	   0.59	      1.00
603.bwaves_s-891B.csv     	l2c_useless_prefetch     	  23360	  63.18	     14.32
603.bwaves_s-891B.csv     	llc_useless_prefetch     	   2998	   8.11	      1.92
603.bwaves_s-891B.csv     	l1d_useful_prefetch_hit  	  27677	  74.86	     17.73
603.bwaves_s-891B.csv     	l2c_useful_prefetch_hit  	  27458	  74.27	     12.11
603.bwaves_s-891B.csv     	llc_useful_prefetch_hit  	  16986	  45.94	      7.95
605.mcf_s-1152B.csv       	l1d_mshr_pf_hit          	  12600	  43.01	      2.55
605.mcf_s-1152B.csv       	l2c_mshr_pf_hit          	   8246	  28.15	      1.37
605.mcf_s-1152B.csv       	llc_mshr_pf_hit          	   1391	   4.75	      2.32
605.mcf_s-1152B.csv       	l1d_useless_prefetch     	  10270	  35.06	      2.78
605.mcf_s-1152B.csv       	l2c_useless_prefetch     	  10724	  36.61	      3.47
605.mcf_s-1152B.csv       	llc_useless_prefetch     	  14973	  51.11	     40.05
605.mcf_s-1152B.csv       	l1d_useful_prefetch_hit  	   8165	  27.87	      2.30
605.mcf_s-1152B.csv       	l2c_useful_prefetch_hit  	  11595	  39.58	      3.61
605.mcf_s-1152B.csv       	llc_useful_prefetch_hit  	  10083	  34.42	     16.79
605.mcf_s-1536B.csv       	l1d_mshr_pf_hit          	    135	   0.27	      3.30
605.mcf_s-1536B.csv       	l2c_mshr_pf_hit          	     24	   0.05	      1.62
605.mcf_s-1536B.csv       	llc_mshr_pf_hit          	    195	   0.39	      4.66
605.mcf_s-1536B.csv       	l1d_useless_prefetch     	  23563	  47.10	      3.38
605.mcf_s-1536B.csv       	l2c_useless_prefetch     	   9938	  19.86	      1.63
605.mcf_s-1536B.csv       	llc_useless_prefetch     	  16632	  33.24	     36.43
605.mcf_s-1536B.csv       	l1d_useful_prefetch_hit  	    137	   0.27	      3.58
605.mcf_s-1536B.csv       	l2c_useful_prefetch_hit  	   5966	  11.92	      2.07
605.mcf_s-1536B.csv       	llc_useful_prefetch_hit  	  17211	  34.40	      9.85
605.mcf_s-1554B.csv       	l1d_mshr_pf_hit          	    690	   6.20	    147.28
605.mcf_s-1554B.csv       	l2c_mshr_pf_hit          	    730	   6.56	     44.29
605.mcf_s-1554B.csv       	llc_mshr_pf_hit          	    508	   4.57	    137.10
605.mcf_s-1554B.csv       	l1d_useless_prefetch     	   3696	  33.23	     18.01
605.mcf_s-1554B.csv       	l2c_useless_prefetch     	   1944	  17.48	     11.28
605.mcf_s-1554B.csv       	llc_useless_prefetch     	   4695	  42.21	     72.56
605.mcf_s-1554B.csv       	l1d_useful_prefetch_hit  	    768	   6.90	     79.90
605.mcf_s-1554B.csv       	l2c_useful_prefetch_hit  	   2533	  22.77	     13.29
605.mcf_s-1554B.csv       	llc_useful_prefetch_hit  	   2887	  25.96	    486.27
605.mcf_s-472B.csv        	l1d_mshr_pf_hit          	   4841	  20.03	      7.05
605.mcf_s-472B.csv        	l2c_mshr_pf_hit          	    870	   3.60	     35.93
